Crop,Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Matter,Fertilizer_Recommendation
Sugarcane,Silty,37.65782679498696,81.94174642907859,87.68125828263895,4.674186311373502,4.749655755533819,Urea
Groundnut,Clay,122.72441563045275,48.719628724878454,78.70683667257192,7.5632163521235505,5.171795315715018,NPK
Maize,Silty,36.00877365781909,90.85788983291512,12.9790026319701,6.789892911754835,4.303840420563579,Urea
Cotton,Loamy,21.8952805845253,43.93552894624325,89.57937378858361,6.201796466207268,2.9441600398798,Urea
Sugarcane,Sandy,71.07444369000203,54.868738003129415,49.81787935923324,7.4763217764202405,7.66977720462534,NPK
Cotton,Loamy,102.16304153084866,50.32732790258991,75.66690376416985,8.36329769776653,1.6048641183209726,Organic Compost
Potato,Clay,71.2803554906958,47.52426790322487,18.303726970113452,5.416824844650764,7.57223699625715,Potassium
Rice,Clay,48.7455784731832,78.64312308292105,68.71835494216957,5.074589460288479,3.1786663280531426,NPK
Maize,Clay,88.1439657446617,55.04304619060174,27.450971672898504,8.151526980890788,4.588630117571082,NPK
Tomato,Loamy,58.58032695770799,35.088126592395525,46.6461852283885,7.175812309829215,1.761896259792823,Organic Compost
Maize,Silty,140.60147661772862,29.52502592755544,6.601972657799919,6.251944086247864,1.496517478597065,Potassium
Sugarcane,Loamy,139.1703195445001,8.585995111906172,19.403010603395224,6.793038281057132,4.00681814103022,DAP
Tomato,Sandy,80.33205479609336,60.40354037888937,13.747646846743878,7.482455620704976,6.191881634657747,Potassium
Rice,Silty,55.90375916255619,26.84633446309825,27.775696429134552,7.592127594822869,2.8855534428398424,NPK
Sugarcane,Clay,113.19853795392947,19.072722591556392,14.501718552310615,8.179576723275858,4.9364352225472405,DAP
Wheat,Loamy,15.13981208762933,67.11384656362938,70.73145252885838,6.207371155582491,2.9505523836597285,Urea
Cotton,Clay,76.46766084611117,69.71487949304714,7.75879070987584,5.6736436400775805,3.720291426251286,Potassium
Rice,Clay,57.08527519784669,76.45471476447827,63.685347559374804,7.058657067159368,7.345124229316773,NPK
Cotton,Sandy,138.87502391435766,52.83980515216619,18.367243928429552,6.162911597118121,6.990877378464437,Potassium
Groundnut,Silty,11.680423818175555,89.93518749436923,94.79033843190021,6.878393815795912,4.612122803923409,Urea
Wheat,Sandy,87.39408260056888,93.95256157283164,93.64393694543615,6.179943193823801,2.6667393923045513,NPK
Wheat,Sandy,113.69290134932764,81.7002392802865,26.422794739491447,5.1119831467126975,2.3522873891311598,Organic Compost
Rice,Sandy,77.90251825336577,65.38138079077778,63.3700233311878,6.377707006635834,7.67861147125,NPK
Wheat,Clay,21.95642422278103,33.853490591162924,7.660505349883551,7.263671287764131,2.4190161755748125,Urea
Tomato,Sandy,146.1445946039063,98.37976755392101,93.51991158986154,7.697135230670599,6.657178176387774,NPK
Wheat,Sandy,82.52146039265371,31.042935883234144,54.68379427821242,6.473305107186187,3.582791466748761,NPK
Cotton,Silty,95.98607420466159,24.25240758909095,9.106199384689004,5.160951560841603,7.899618932907668,DAP
Cotton,Silty,43.125369579051025,47.00464080972536,37.53749933577305,6.158750838597726,3.577090182539515,NPK
Sugarcane,Sandy,77.68973191495253,10.399854217676904,12.30069887681725,7.645175715366793,3.460616374375083,DAP
Cotton,Silty,70.08092887416507,97.95697414382012,42.32972174046919,6.151437082468291,5.4622454021433615,NPK
Sugarcane,Silty,20.485417880277723,60.90118785956036,68.64300250532568,7.28612317441689,7.730617646387735,Urea
Cotton,Sandy,24.86244949664541,57.91044870809665,49.63954126393676,6.528854726712359,7.833467240575031,Urea
Tomato,Clay,127.24615274662844,67.30064659047339,41.45360659834817,5.464892500437587,5.950443025268896,NPK
Potato,Sandy,43.57479330892264,52.21724653883463,16.319919326344156,7.684602032092297,6.282244559454475,Potassium
Sugarcane,Silty,37.29415800980827,8.04603412398145,28.26920934089735,4.836853816282748,4.943815231811193,Urea
Maize,Clay,80.68760317501949,63.169572439837694,14.513612335143357,6.599561131020602,6.290430173926323,Potassium
Groundnut,Loamy,117.62459839075181,73.03651831086091,81.71237950738278,5.33556413697362,7.018457584793476,NPK
Rice,Clay,18.67251260105831,44.591160759285046,17.847783658548643,4.768262514165503,4.4026671223651626,Urea
Cotton,Silty,90.75310874935582,76.94307934676333,61.56046982214488,6.511735748332995,5.339035839810721,NPK
Wheat,Clay,26.68946199768027,26.565123437149957,37.56033929094036,6.498248623739695,4.761216866631334,Urea
Potato,Sandy,15.104547115586584,26.02127615128748,26.467946542242434,7.327603606702883,4.937294294700741,Urea
Cotton,Loamy,17.384153302710434,20.334613830319526,65.74950175174985,7.47900277220762,7.2303353691175865,Urea
Wheat,Loamy,126.78297514918178,40.339502179970374,48.41521939080936,7.411165954771587,3.4893178114389913,NPK
Groundnut,Loamy,26.516147707928617,85.46614336196293,43.01381939203312,6.13823493166702,2.4572881792043697,Urea
Groundnut,Silty,16.32119101772087,83.65164590416111,61.32094046476105,7.02675914890625,4.193960771915404,Urea
Groundnut,Silty,71.30598420000771,41.36829975653286,51.670424706550065,6.807780970575841,2.4565963333688563,Organic Compost
Wheat,Loamy,128.15908607188345,60.966279918122474,33.830999812398275,6.186247024467678,4.4888029796341335,NPK
Cotton,Clay,46.73717270850227,73.47755006511699,58.110822337698906,6.888850776743973,7.32455673749941,NPK
Groundnut,Loamy,69.03976645362829,27.914643589662184,68.60236477231598,8.28899150682505,5.322034643377345,NPK
Tomato,Clay,15.589154558925172,20.97340316000097,7.535850065751157,5.271574974725509,6.988029973121544,Urea
Sugarcane,Clay,72.87099197888261,97.34911935516955,49.25781424622916,8.123088383142106,2.1633364373085824,Organic Compost
Wheat,Silty,90.86583128919871,63.667944754913755,10.479912035436659,4.713822055932793,7.306115147760238,Potassium
Wheat,Clay,89.92698752530028,98.23449357419807,22.70851433647055,5.733556851606643,5.212510150849811,Potassium
Cotton,Loamy,56.53973690441112,37.08681877756177,58.248329737407445,5.652580994446113,1.2223185211833587,Organic Compost
Wheat,Silty,54.174645292838974,71.7880114975425,87.28794695023016,7.005460431523623,5.431832686995258,NPK
Wheat,Sandy,24.927306651123704,26.147345471417584,88.86653952290607,5.024899807109161,7.659778693826425,Urea
Groundnut,Sandy,61.351764890477575,29.81401627102173,11.644680963169971,8.029390447359015,1.5541690033275346,Potassium
Cotton,Silty,23.929253642215052,53.63070152061428,44.814983197237126,7.8142056338601655,5.077192913287005,Urea
Groundnut,Loamy,117.32343225968722,35.363721923266766,60.38561588543237,7.108263278741111,7.408350220088003,NPK
Sugarcane,Sandy,145.27840168474603,20.924048564855525,18.971640932282625,6.333655327168791,1.0678661783406218,DAP
Potato,Sandy,145.81042393333897,29.973666688985972,77.71606059075332,8.231824168568313,5.416390485260762,NPK
Sugarcane,Clay,131.10995391255514,8.396097474257141,75.7023495515377,7.822986218882224,4.324316042816738,DAP
Potato,Clay,94.11090090754668,71.92024404036123,90.8173963021455,6.497260592324979,3.4289252305402744,NPK
Groundnut,Loamy,108.12119761414318,51.75108242315685,5.8061711479270866,7.307493417817245,5.392755429617632,Potassium
Sugarcane,Silty,49.92881237525797,13.953091308429935,25.58500317895525,6.767719808718738,1.3689146621119184,DAP
Cotton,Loamy,98.30785882416689,21.310929347206663,83.58273785330556,6.851768953553059,6.271441324011802,DAP
Rice,Silty,73.79093692158284,14.74078112070118,68.70510482855886,5.823904277749885,1.0313563384379534,DAP
Groundnut,Sandy,77.48242756877055,63.196316786208264,89.96703610135663,6.348338418499587,3.1485502065464654,NPK
Potato,Clay,116.08871845252212,13.949984543186911,10.43206718037532,4.812485723158977,4.527710463792749,DAP
Tomato,Loamy,49.46856978361523,76.65682163834553,61.71157674306207,5.92939476665837,3.639155753965862,NPK
Potato,Loamy,54.52554563723278,6.948537335437162,59.059424614899044,7.283314061448608,3.1523315464390773,DAP
Tomato,Silty,139.44985075800912,28.69069985960975,8.389069554250575,8.312864122024745,6.815846018276673,Potassium
Wheat,Silty,17.871401279136116,89.61333420973118,53.78459730668594,8.352256451052082,7.543828019903362,Urea
Sugarcane,Loamy,77.98880177786765,73.26047522161338,62.9044295744428,6.722891476499567,7.115988794341221,NPK
Tomato,Silty,137.79211205710064,11.931991627940334,23.172851549200185,6.926489007238328,4.657019191349997,DAP
Potato,Loamy,95.45082109454198,83.00697992609207,30.966310396842978,5.24288474200387,7.189149226354381,NPK
Wheat,Loamy,86.4969903896985,51.838336546319454,65.83299789828502,7.281232432374123,7.446030956270806,NPK
Rice,Loamy,44.96418509210973,85.44438758103878,49.48859002199604,4.782635170697545,3.8646687793322343,NPK
Cotton,Sandy,58.05856846902276,62.07027857278737,86.51129746899105,5.638742743197778,2.984121016538118,NPK
Cotton,Silty,129.286778212657,69.77413804312158,37.52626777087289,7.173453389141769,1.6878564406932424,Organic Compost
Cotton,Clay,88.29053844758414,99.38264823759228,30.33266754687911,5.741240526173957,4.353643447344603,NPK
Tomato,Clay,82.06390712594919,27.071876862781725,98.56226433276007,4.699387496457817,7.62407844306909,NPK
Rice,Silty,23.94115989560405,64.27482960233189,91.55789816235793,7.827481637403855,4.926352696492597,Urea
Tomato,Loamy,12.243941903717237,48.73053205545284,7.754310774903086,5.741320028538253,5.672934712503201,Urea
Sugarcane,Clay,144.91592641618686,8.747935527655686,78.21921845412376,4.752420899434714,1.790186729442933,DAP
Tomato,Clay,62.77806342015783,6.374710942772178,15.481803513394281,4.799152658011461,2.0046376489957938,DAP
Rice,Silty,94.4498286939306,16.32671489269657,7.6110935087902405,5.507035195155014,4.251312833717708,DAP
Rice,Clay,21.1601102462199,66.66371535116207,31.001074016803145,5.212063788886105,7.65885359288608,Urea
Sugarcane,Loamy,105.63600000122652,58.88049335177226,30.587858510804907,7.597200471120603,3.525492491140702,NPK
Rice,Silty,140.55933921883454,57.57580831055411,82.83528242296164,5.786736186668138,7.142388289222735,NPK
Potato,Loamy,90.59313541963876,8.026392440184708,72.51338836456934,7.71878314015933,1.8420201539799805,DAP
Rice,Clay,27.65614513255748,49.58378465420067,98.25289559654135,5.195383991292611,5.319120448535971,Urea
Cotton,Clay,91.44101384628674,92.83916769504022,72.59372552962276,6.471516718176336,5.204290838373627,NPK
Potato,Loamy,117.28860983465133,42.77122758451143,44.73427755932455,7.252148534212515,7.019123250491879,NPK
Potato,Sandy,66.89831512036261,64.36763462990335,71.3981277897956,7.10796341546342,1.0232169308343106,Organic Compost
Sugarcane,Clay,133.1772847118055,79.08277418419864,99.9486113827082,6.904517639721075,2.329521670383005,Organic Compost
Maize,Sandy,100.81561347003102,79.47290151847932,72.46347884344017,8.19928640772468,2.537813378006372,NPK
Maize,Clay,135.89484856048836,54.331607827550776,77.35972881813024,5.414100590826978,7.6497626166351615,NPK
Rice,Sandy,97.29074357462721,86.50543481322195,94.14467644307464,6.474876817848422,2.0758555938892647,Organic Compost
Potato,Sandy,28.380316080675392,42.18091886955596,15.796869824609917,8.035970200289634,1.2587364515439226,Urea
Maize,Sandy,53.35683955472648,89.42585540455585,71.95450787753406,4.811575062380628,4.7412304631926565,NPK
Maize,Loamy,38.25129275534397,27.821580807576805,85.82656600690765,4.723553073012301,4.699909237035771,Urea
Rice,Sandy,137.23570968036074,31.620558664104248,95.66596702098484,5.433209150233166,6.90832875757505,NPK
Maize,Sandy,116.45600942024757,10.046459298905106,25.04208252261144,7.032084878152074,7.6420175512446145,DAP
Tomato,Sandy,104.69577164740085,80.58027447151687,52.8732557338032,5.5395185057992276,4.769818094980917,NPK
Wheat,Clay,52.13528474842703,44.62024744210703,69.65271052622577,5.260959535235196,7.509959276937589,NPK
Sugarcane,Sandy,35.76626808702989,26.76607832158291,28.509434302627056,6.335209261433168,6.076114059098808,Urea
Wheat,Clay,115.90315231844765,27.02007637357507,62.044922008776034,6.954392275077646,2.851913895969095,NPK
Rice,Sandy,76.38211242307115,90.63299441677715,29.46998433730994,5.494230828066962,7.4989449766074845,NPK
Cotton,Sandy,41.61053730108807,84.2220770437985,36.67841695050649,5.702764746894968,5.672102233273123,NPK
Sugarcane,Loamy,96.32707694313851,57.58543410893242,46.944276168532184,6.954237219246055,3.8986715291984364,NPK
Rice,Clay,15.646739299383277,63.5305260394935,55.27305938092386,8.28295368795781,5.7616945916185145,Urea
Potato,Sandy,55.66383557795549,50.06092920227765,47.68975780438931,7.198966909752353,3.8091897942062563,NPK
Cotton,Clay,75.59797924275885,42.20832157348684,51.85357437985327,7.63161657433824,1.799286375915715,Organic Compost
Wheat,Clay,30.71416677531682,91.9703037157415,33.3659318473878,5.9672403790218755,6.032851230238299,Urea
Rice,Silty,147.85162686271755,16.933206834428695,20.101683932149907,5.589017437537864,6.768613285195206,DAP
Potato,Loamy,39.273631042546,44.75244502304165,9.498247846049747,6.31707097281049,6.1016433931357135,Urea
Sugarcane,Loamy,28.249438206057174,37.733381258848155,23.617978636708433,7.728531314846695,2.6038026742967357,Urea
Sugarcane,Loamy,38.4948823441655,52.3243184238591,60.28464594304939,6.325198567162223,7.69644509434329,Urea
Groundnut,Silty,117.66855864236139,48.475028081791635,79.68096754129758,7.886901635159444,1.1767819318380914,Organic Compost
Potato,Silty,69.570792298058,54.29450550685274,21.07852175707498,8.455087922780509,3.328797081629484,Potassium
Tomato,Loamy,89.15823156535532,18.29230283656444,15.312758988401605,4.788106662921345,2.8206470417442686,DAP
Maize,Silty,12.941281978090505,53.74844264376132,76.18258425217877,4.681640624334815,1.336883593303957,Urea
Cotton,Silty,14.820383200264038,28.02978731928503,33.99004140104252,5.098358811653448,3.8401078509206794,Urea
Potato,Silty,72.41557697578227,22.51147815387817,95.39244672659848,6.037478702937385,5.361803881139422,DAP
Groundnut,Loamy,124.33173404822729,11.159250784688165,72.86020720798544,5.02416883658173,7.177870044395709,DAP
Maize,Loamy,133.93344301905913,77.4519930818334,36.04182448808793,7.982657910475024,7.9278280133402905,NPK
Maize,Loamy,22.13891946338963,45.606982481373194,32.50656104040197,4.592585004108255,6.656627104830787,Urea
Rice,Silty,85.3708342941432,64.53114991461705,54.75134669577436,5.76317086534329,4.280763630989774,NPK
Maize,Loamy,137.85215607909788,74.12136761395062,12.518743486429896,5.238778517976821,6.065930981769215,Potassium
Tomato,Silty,64.31618561570409,69.53508320478758,16.179268701303403,8.22615732063013,6.905366520127485,Potassium
Sugarcane,Sandy,126.1392163999716,49.69756831351982,21.706498725038287,7.177924019560112,4.257150374930769,Potassium
Groundnut,Silty,28.71739161592107,41.85036025041433,78.59874136393321,8.148121025805498,6.4953810381784995,Urea
Maize,Clay,140.95522855349182,40.71619141586305,53.81644913056663,8.389314841241573,4.378566928190137,NPK
Rice,Loamy,115.19926445438237,65.80463570835535,6.003876663572079,6.488392974709477,3.7054719361370587,Potassium
Tomato,Loamy,141.78681499016622,52.00546371947797,68.98407010985036,5.437276432192105,4.682635864486328,NPK
Wheat,Clay,104.72641269735091,85.66756355890851,45.25056697274722,5.274915144786357,5.730983163390015,NPK
Sugarcane,Silty,60.87655047991978,88.09668851103766,53.530974671560806,5.391675446743362,6.088174394230181,NPK
Sugarcane,Sandy,141.34536415346113,21.203235910619256,25.34104312422888,7.334373230488012,3.497153882244755,DAP
Groundnut,Clay,48.579348683284984,17.942196896843935,57.419311697439845,4.6617829124920025,4.999241760892244,DAP
Sugarcane,Clay,56.50415308864255,64.88808797341996,98.01955777639142,4.70544429213086,7.36909611856313,NPK
Maize,Silty,108.11317852024365,33.61644606591655,11.977245645547338,6.932571769532601,7.834190300774479,Potassium
Rice,Loamy,117.14428193355408,6.764218282684391,31.97215296812091,7.068228586949626,2.5907366382876815,DAP
Sugarcane,Silty,140.11648773888155,89.42105358948074,28.084771321778828,7.161051697289841,2.34981815999339,Organic Compost
Sugarcane,Clay,38.67233726786933,26.555572888161784,28.61218452136206,5.987522018354365,5.73679943400054,Urea
Wheat,Clay,121.71972493069136,93.28166191015187,40.97710396871084,7.723779554856613,3.9027872007641067,NPK
Wheat,Loamy,113.39644747557489,73.1562728334341,82.72042955069591,6.634498350906471,1.1695563689269592,Organic Compost
Cotton,Loamy,18.9312378755037,77.45208154159101,91.7215755466168,4.921862520037678,3.428033094530989,Urea
Tomato,Loamy,64.21123976942897,24.13884210035024,24.210433308602465,7.68839722826938,6.647213204305765,DAP
Maize,Silty,49.587163988413806,27.248470433597227,56.58024410507071,8.312271145081834,6.581988512682278,NPK
Sugarcane,Loamy,52.62865940956426,54.52043661328625,65.50540235572063,4.740145252009435,4.462796041716073,NPK
Potato,Clay,147.61256313765813,21.349486001736906,54.573610064565266,6.065405354802319,4.308045544212748,DAP
Sugarcane,Clay,99.9888378871899,34.01601080488807,46.23725744870736,6.450064179338991,5.056552097040642,NPK
Rice,Sandy,110.47466209108994,35.53893540504143,23.237673056627596,5.085883040313268,2.535776973945032,Potassium
Cotton,Silty,146.7264692241013,20.16484365901259,51.38083912392766,7.970835791131508,4.682305374236688,DAP
Tomato,Sandy,62.80824954406942,24.492369172540272,43.11540863257624,5.636598579560176,1.0773245203965387,DAP
Potato,Clay,122.25762358339283,79.91242499078437,80.57851943771561,7.63203415975264,4.328916883481936,NPK
Cotton,Sandy,70.83433486262935,20.883606181990494,77.54241412048454,7.183977928113264,3.352357323754148,DAP
Groundnut,Clay,131.73471405409717,7.7034522251726365,17.729874714538717,6.892183289868093,5.724087241325617,DAP
Tomato,Sandy,35.29205578358244,64.78871954974915,13.40930999349142,5.268571394786218,5.468475089068393,Urea
Sugarcane,Loamy,142.67606478899916,97.71839634228274,91.27462460661279,5.382814082203623,3.665851161279663,NPK
Sugarcane,Sandy,40.62803917752315,36.46531238919653,55.87329695162728,4.689393618986277,1.0509108703501409,Organic Compost
Tomato,Loamy,55.67087097733042,16.272291803643967,86.49108904184611,5.462849719129066,2.7659154057647233,DAP
Sugarcane,Loamy,115.86691277494927,59.186795909915425,10.52435645380811,5.881774437842056,5.433434951324136,Potassium
Maize,Silty,65.12571981915693,91.10365005408639,55.01898356955488,7.832581215449702,1.5066134011225318,Organic Compost
Tomato,Loamy,95.14959274730253,79.48586908370548,56.24551888474245,5.965570666859222,1.7534969528342468,Organic Compost
Cotton,Loamy,72.24029014971998,64.13900749920802,86.76669309150425,7.518487131062425,5.5292451719696105,NPK
Tomato,Sandy,113.93179119256945,34.93036717772194,14.272949831822213,6.25776912518195,6.290371806645046,Potassium
Potato,Clay,41.96637533160552,56.4786164612409,27.842328549211384,7.639473247975554,3.2508479560889847,NPK
Sugarcane,Silty,18.184118213162783,13.668259923904259,43.62113981926625,8.405086401748159,4.427711458615933,Urea
Maize,Loamy,51.99011564622927,69.49981530666365,87.2549401648945,5.4593662322303205,7.61997955488561,NPK
Maize,Silty,76.40321308158023,73.88412179527683,94.19391493170386,7.949366447855505,7.618804935231786,NPK
Groundnut,Sandy,33.522807306975,96.67800417644229,99.30883886139465,6.987296345223099,3.1525194212440106,Urea
Cotton,Loamy,59.671620551894414,29.737749080781807,96.12338121355954,7.769177046354619,6.669915125119632,NPK
Wheat,Sandy,65.9976225610996,6.753359809087151,5.564466805213669,7.106343609071221,5.1576083696480115,DAP
Wheat,Silty,18.034858116358297,56.83280412057931,9.532292438117842,6.195798029096601,7.82839145345266,Urea
Tomato,Sandy,91.66301474578863,72.14509791769737,19.02264781997092,5.412299757767162,4.343294987977675,Potassium
Groundnut,Silty,133.80807991598027,80.08871020888385,38.141899193175945,4.7801409013246605,6.422948076108931,NPK
Rice,Sandy,31.244007813427338,23.405198637357007,83.84221294376108,6.6420734578428675,6.376959907304097,Urea
Tomato,Silty,93.69312187621196,29.866522558517246,89.80233855687064,8.461304378107462,4.482030073431533,NPK
Groundnut,Clay,103.06348868751847,53.696137900393154,22.749268597985388,7.452167220056825,6.569410800081155,Potassium
Cotton,Sandy,68.70685525870036,36.40707694715017,63.86809440387233,5.809382165596066,2.8272823331489754,NPK
Cotton,Sandy,108.1536622309978,86.74859122580727,92.14938858120128,7.8088192003469405,1.8557712540316023,Organic Compost
Cotton,Clay,67.50241608874168,50.007214605178426,49.05451491347547,7.575936000705626,3.9761462125872136,NPK
Cotton,Clay,80.64922031684088,80.95997118969028,14.836639335514477,5.626543173413827,7.605414596435093,Potassium
Cotton,Sandy,11.029426237619777,60.158877245823604,48.492296758039366,4.557229959176938,4.505212257417702,Urea
Groundnut,Clay,106.84081597885644,78.44356345362564,40.700515717365434,4.972650554135798,5.446813970528488,NPK
Groundnut,Loamy,102.58797505226141,36.603933720380766,59.877509626270665,8.00922476124823,5.369137191355128,NPK
Maize,Silty,15.376122825688238,83.98457908337956,46.67257501867485,7.846252141219487,1.928010070886713,Urea
Potato,Silty,61.55501503531863,31.08436997734705,6.647863051103204,5.68083600351345,3.732078176640472,Potassium
Wheat,Silty,147.06445771083344,56.87938676031263,99.42978467429876,5.640781705137682,5.948572810453124,NPK
Sugarcane,Loamy,68.90311875960634,25.33067575151805,56.63632258440424,7.671459948409884,7.8039306900650836,NPK
Cotton,Clay,80.27235671845784,50.175019554488365,49.99492177103791,8.250949879581688,2.176124168079183,Organic Compost
Rice,Clay,137.39022214236059,35.2266449033268,95.68865029288513,7.6165490271904,3.873093232373814,NPK
Sugarcane,Sandy,110.4166626212059,30.336825910535353,19.806734920772325,6.9223147081230465,1.6656565986191056,Potassium
Groundnut,Clay,91.4898183573913,96.86357671266356,22.977572241798583,5.470685401327218,2.696635217544792,Potassium
Rice,Sandy,121.69265538775015,20.207040021239408,81.76140116096443,6.602991656381043,3.6373154032830515,DAP
Rice,Loamy,131.01127730383627,79.79595455845255,29.77895260237583,5.434047434373058,4.784502735666453,NPK
Rice,Silty,73.96433004321736,98.49567115090542,80.92657509769506,7.7320456803870945,2.6139681756735667,NPK
Maize,Silty,76.51517109045696,6.8906409553073935,30.795680876307742,6.047844318070949,2.5929386282508,DAP
Groundnut,Silty,64.047130991257,71.40760433399903,8.152824871375142,7.834788867976105,6.444809853981426,Potassium
Rice,Clay,145.33885960258448,29.026621527847276,54.11639876923802,6.026436871930901,7.738491640628169,NPK
Cotton,Sandy,107.60327560064906,8.846343311188923,23.68521124205183,7.796597620799565,3.2652907742601935,DAP
Tomato,Sandy,21.65122926913012,43.27451000087993,76.99539782858476,5.833271260660968,5.815944130449761,Urea
Rice,Loamy,130.81434726382258,93.84569196623313,65.91396515705407,6.260530818470679,2.806563229505445,NPK
