N,P,K,temperature,humidity,ph,rainfall,crop,yield
145,62,130,17.82839844185059,33.64521100213861,5.847655346365842,863.7032094964276,wheat,4897.48
149,43,114,23.784474168952716,68.44296032843569,6.978783421617187,550.1539548200958,banana,4844.43
72,31,13,39.955561265226265,85.79011363295812,5.643710238615953,1005.3406177165914,groundnut,3254.36
87,76,102,37.22106279346329,61.24815930663197,8.168886180568713,1324.3440056387171,wheat,4346.7
142,15,37,16.208110221384924,30.192576836425793,7.623983924112689,450.4787021328027,banana,2996.08
57,88,89,29.081396095642084,45.78209748870789,5.473211505378412,1951.0631506463862,wheat,3973.93
43,36,85,31.19555762061089,51.0449834184178,8.29518685023464,997.9061175681205,mango,3408.2
88,19,125,20.23836559875314,92.78964214623505,5.928630358304913,1906.3296501525106,wheat,4822.12
135,82,78,18.627639334911258,89.26526331951547,7.10745979066875,442.38606792353335,rice,4775.45
117,57,107,37.60952836663809,91.69608283199597,7.471412924457585,1580.9887157108244,maize,4849.18
116,79,10,39.22041103708442,83.67429974510294,4.591608645859649,1311.748490978381,cotton,4267.78
143,68,105,39.79732143299104,52.857102717403784,8.335869384628985,1676.1154151780675,maize,4435.73
89,68,26,34.744044343365864,88.88196743625303,5.87776522434946,1281.2202613193692,cotton,4081.08
112,11,121,31.587551735131427,93.80949288590817,5.2591155737248965,1933.105939837051,cotton,4868.32
22,38,100,23.64325630482495,52.75463529787194,7.902831166913993,1328.4772956737436,cotton,3041.43
109,77,97,19.28495780811881,46.93613778911918,7.311597131293658,1612.2874256200425,rice,4554.84
115,74,99,16.974514984155793,65.54955903084439,4.84697309049341,1779.6471905600613,mango,4568.05
71,92,58,32.3324367137873,42.16489251893045,4.968178325507078,1486.250248178828,tomato,3540.68
147,35,47,34.61808537948396,32.12057439141471,7.360767482614596,1143.6259818136887,chickpea,3743.14
58,98,141,35.6613413113745,91.47902612253154,4.799133023836336,691.0707417741565,maize,4114.63
101,19,68,37.844125082594964,90.17314110869225,8.16870174049626,1738.0867041122046,wheat,4444.74
123,62,77,36.998239090959345,40.57250049453787,7.466160547790533,1065.040854839621,banana,3892.76
148,88,139,39.99353180645231,56.503116050431764,5.841968823867955,1317.2748074031063,chickpea,5312.19
30,68,58,21.10160027418128,84.01736036272456,5.951755116901353,342.6077681856557,cotton,3127.88
61,31,135,34.082690380305266,72.96501942335544,6.525984384816406,1095.2323816283297,cotton,4207.41
118,60,120,29.66148780936994,55.66118809609641,5.943877654594161,1456.683759235721,mango,4701.55
26,57,57,21.531128311339558,78.37111481688324,7.633874205753263,1251.329437880786,sugarcane,2845.94
109,30,60,39.54763305717357,88.30808023366241,8.398947776406462,1007.398740882269,sugarcane,4587.4
131,31,52,37.447452619356305,90.20029148418142,6.838086061752772,602.1691701494046,chickpea,4523.88
79,39,107,18.212891711102912,54.62522477494228,6.284149310670116,757.4063601622872,rice,3832.54
132,34,133,15.653958558085495,41.281444204733226,5.391096561072869,1461.123844692142,wheat,4325.39
21,37,89,32.20826905831692,89.33452578260838,7.113733676991201,603.5432579109181,maize,3000.38
148,74,120,30.10326572141338,36.01610398096684,7.242307447261588,1319.1079075559874,tomato,4449.65
67,54,36,38.39539060277865,76.90974542983064,7.2407624280574545,1261.5277026011656,groundnut,3604.63
56,77,122,20.850132179009247,39.13232546595211,4.60794014347397,1946.7514628963547,groundnut,4031.6
28,16,95,17.109698697374675,55.31014555339999,8.096488402641883,309.4073164724058,tomato,2399.77
118,58,123,21.48038334429966,56.75112352542678,5.852426253716707,394.6206931329107,rice,4688.45
67,18,133,15.473191012786586,40.31926448228542,7.476663049926437,1110.9502381623627,groundnut,3626.46
73,45,58,15.89731877972331,89.97429321042978,7.53922762840128,1148.7976856365422,tomato,4136.34
139,92,85,37.87144514801899,30.173430920603607,7.102219915248958,271.86978584930824,maize,4338.39
135,10,64,23.800414562546955,88.09755530908099,6.079466092577169,1686.5397575470138,cotton,4729.96
94,19,65,25.270225025242016,87.44890602590655,6.933536867266103,1090.5022965852122,groundnut,4096.15
132,45,104,15.45929136345261,50.6026374903701,4.660794765031506,823.9587439529517,wheat,3510.89
123,82,53,21.763044504296165,75.7784775421529,7.5475831687516255,773.9367871067766,wheat,4306.5
103,55,96,35.118149593535776,46.43257923439051,4.898354593313355,1750.5329267975262,wheat,3836.01
131,41,93,30.387273991667982,79.320281546506,6.087003703198407,554.1191595707246,cotton,4019.33
118,41,25,33.844515027160384,66.47278321620331,4.914475150659866,488.75186977869663,mango,3898.36
112,15,46,26.180343519844627,49.51465452609779,7.848297783276378,583.7213526019098,cotton,2955.8
147,57,86,22.74323054378325,56.01525898644755,6.701209573743837,1325.0405857735345,cotton,4445.39
129,47,54,27.070252333209258,74.84276759549623,7.26382048067709,1659.6755401311366,cotton,4774.57
101,26,71,23.07677671014378,88.8963342268459,7.2303286793704515,795.7616488187232,chickpea,3931.69
73,83,109,35.9742774168517,38.497223576872855,7.866424926634018,512.2315966066632,sugarcane,3655.0
87,36,61,22.441842889821142,67.13865802849521,5.030277613380539,576.549501731517,maize,3902.97
52,63,28,31.494091011327093,46.49239796471264,7.138912561619536,1314.530801332132,chickpea,3466.18
40,59,118,18.424555557738195,82.08919624190484,6.80053621761463,642.8634071856138,wheat,3174.06
67,44,53,32.171662343372745,34.56542488151627,4.623588490285261,1779.1044164324603,rice,3654.61
147,94,16,37.83249279000084,74.78212636112605,5.30569163529121,387.0044379457652,mango,4292.2
147,34,126,30.21457886599771,41.371490889916934,5.570286165512883,258.26336120993636,sugarcane,4119.77
52,37,77,28.99638450086193,68.7650521962099,4.790225501716664,359.0808427296271,tomato,2419.7
134,24,43,39.027956700541004,84.32001816752498,5.918879223595206,1722.1576166953766,rice,4783.09
138,13,78,30.68491388289616,79.08024303790917,4.608810034861903,1372.2131353981897,rice,3952.79
41,82,64,21.488760831827065,78.94128769943643,6.712733969030918,1923.9403396110506,rice,4347.75
57,36,19,22.30977559619351,63.65994529214884,5.346003842319149,805.3337742855637,mango,2716.31
128,35,51,32.632666063398176,87.89846347023189,5.648012422036794,582.8206304174589,banana,4330.25
70,28,50,33.38591484730466,68.22683788572986,8.141886504685136,1211.5554307647485,groundnut,2967.25
27,26,131,22.58740579472538,89.63866795572208,6.511267396494102,1168.0909024281473,tomato,3197.51
46,52,147,23.633599448158257,65.52395975910714,5.576055724977664,1263.8431787515792,groundnut,3689.15
46,50,19,39.776412718477175,62.887761596300194,6.893847032992265,825.5609527886279,groundnut,3109.48
40,51,111,17.548813739506937,44.45294624867044,5.306685739469982,210.61449206621617,cotton,2470.29
49,59,137,25.116125711002482,65.41113251196333,4.79758274305674,263.0569752931103,sugarcane,3336.43
116,93,145,16.561188279937685,39.1380140311783,4.583625417601075,1394.8876305605231,tomato,4924.69
47,49,101,35.52695904995603,86.52986308187045,8.306116181505026,1141.8644866798663,wheat,3229.23
130,48,122,17.308645973635805,73.93297276603907,7.398443296572465,1677.8202673722924,wheat,5059.09
80,32,87,31.85018391156778,94.58630415204122,7.69979259316953,740.7377458162345,tomato,3949.2
67,61,94,16.412085600087053,35.986332806384,8.423670912715327,1667.8500270161153,chickpea,3609.37
23,56,39,31.821375945242277,45.64372873994365,8.226514813653758,965.8845442127779,sugarcane,2574.66
54,72,58,36.07592367319258,87.01530927729905,7.447652794550064,374.05709398340707,banana,3006.37
68,78,18,24.970538173101435,55.691516484979644,7.275948279277277,1960.2408126632497,sugarcane,4081.88
36,52,78,28.053162335804423,60.30969434882334,5.847399987741507,1121.4846724619358,cotton,3322.31
65,57,67,25.03854345013206,85.94237268019509,4.9160690071804085,1333.0613251322234,wheat,3904.56
136,43,71,22.512218965815972,63.9185096217469,6.794890193470303,1407.4349356812222,maize,5249.07
25,49,61,35.0815850156782,42.57593021193393,6.8050131803543685,852.3420540083852,wheat,2741.18
118,84,49,21.80006434327474,87.98195750163576,8.308949141662977,1545.550975751847,chickpea,4811.05
143,70,72,33.07358560973618,32.01900766749718,6.270283226646837,1766.4796376318309,banana,5191.41
56,59,59,20.154926981380058,88.2007573968238,7.263230497224273,896.9365575449458,sugarcane,3640.5
43,76,87,21.24634490195824,33.28381473370175,6.799882509586887,1382.6015959367867,rice,3323.18
112,71,106,23.411529064430304,73.28020869900833,5.207040916404197,1562.822883158977,wheat,4881.78
65,67,52,29.728909434844706,34.659159678896756,6.868257231019667,542.2266158403463,cotton,2932.96
114,42,45,26.360557978988528,75.90384408772925,6.66046683745128,798.6729519127414,tomato,4423.11
118,84,131,33.62862024569551,32.208135886641806,6.475623975637422,395.83252348571875,cotton,4413.76
135,25,117,20.339182508404807,84.75975230120119,6.553691734593899,1283.9752356467661,rice,4628.21
86,91,19,15.266807196220853,60.28635681044901,5.1559518878354815,1641.6878524775411,tomato,3702.95
147,57,104,34.4139367946305,36.074504323477065,6.353910924922671,1299.5095818528805,mango,4775.49
37,19,15,35.54123334700181,75.94326392565935,6.922613087286387,523.6108957586791,tomato,2705.5
44,91,66,16.487004077709738,61.80386023774456,6.4577967947421575,1183.4632838470473,cotton,3416.01
73,47,138,30.27268805395991,42.41167582690379,6.454744780504589,1702.8814673475374,maize,4446.49
77,28,80,24.45516959682695,31.018704302767176,4.810070839171943,744.9046329407944,mango,3176.73
86,45,30,34.84739137986292,57.169886882159915,5.263096608066879,1698.7727040547527,cotton,3880.02
123,68,101,36.86036385491197,35.56589999735481,5.783890771102003,1612.3219107859784,cotton,4806.75
43,72,136,36.27509416993122,36.121030386070416,6.177387975703626,239.13345410601477,groundnut,2907.47
133,86,89,34.4301061837713,47.376420643573994,6.875749775434417,631.0186653539035,banana,4182.48
51,55,65,21.726305718554073,70.97978932075759,7.953380418092243,1177.2963304359064,sugarcane,3379.52
105,12,125,35.297241089207915,64.4441895564617,5.136658952354615,1491.7112660346668,banana,3976.46
146,83,34,28.336961897657318,34.484175036814236,4.560352120842779,1784.9549461750926,rice,4683.02
149,74,14,16.31891537080227,92.94803293301054,6.296948523103663,1353.8761728822096,cotton,5267.62
36,17,129,26.423471247456224,87.66596473914842,6.228411589646512,884.6195082491704,rice,3280.18
123,60,30,38.55394792574983,46.84965666443529,6.7076048739806895,532.3289721271676,wheat,3549.18
62,90,27,37.19648374338882,37.95200743753918,7.832887085486002,1568.0645398323766,chickpea,3819.06
58,82,66,17.5566070249279,91.25618620920437,7.709442203929912,572.2068067834161,rice,3404.65
45,15,102,33.603167142859256,59.97421556224549,4.900173137720045,1451.7749386428495,sugarcane,3169.99
118,98,28,35.14482164895587,50.22585271014333,8.235981466706695,526.1809112681733,rice,3541.99
69,48,137,21.78470470591912,61.87327228573718,4.941657578697779,363.896930557036,groundnut,3286.37
32,69,106,26.790214268527308,80.2283693955168,7.0382820341369445,651.9804026717621,mango,3061.62
79,37,140,32.77469853659207,40.94504438969854,7.189625174382303,712.8736499452057,wheat,3991.1
76,63,30,25.976037220528696,79.88722917810497,7.219509948892353,1364.976442090838,groundnut,4243.13
55,46,49,17.819922971664425,78.71404121570126,5.561404686701564,489.59006193570605,cotton,2922.04
39,18,76,32.64706111704304,65.05763331465718,5.821380367059968,1874.5524433763987,groundnut,3616.98
84,91,136,37.79096724338259,86.27974876872281,6.694707500597588,1197.8510354160921,maize,4417.8
27,65,64,31.31211821015394,38.58931958104094,5.298349983200394,1083.6771154696378,cotton,3098.01
134,68,118,34.345018714225844,68.70613543326874,4.581241871333405,982.4501257550619,chickpea,4367.27
111,94,107,23.95906339144571,59.2072984126184,6.748577818034303,1219.8824245103438,groundnut,5149.0
117,11,121,19.579956128165872,57.44898733432906,6.361114288048029,240.40454089120811,mango,3924.15
85,70,124,31.069341540457312,46.41646963251915,7.126924824893848,1982.1554742423484,chickpea,4451.54
51,67,126,23.194280146030472,54.19817769264402,5.08680230333464,1203.5438771496788,rice,3587.32
105,69,96,36.50183797474482,37.02979914153828,7.863699578359405,263.35100385232,groundnut,3632.76
70,49,90,18.065701249450164,46.353933034713634,5.084885953842109,1261.9596884592797,wheat,3287.08
82,45,75,25.83659249332809,47.677732005575365,8.065374419520094,986.7417649214218,banana,3791.81
144,46,28,24.918190011709648,76.84341138490906,6.298084690382812,243.26785399953596,rice,4187.58
77,88,144,38.45134633884824,33.15577776857611,6.699221037490779,1863.9717538834514,tomato,4870.97
77,27,127,18.828370015110096,72.32750002980595,8.086325343855954,219.02036973286403,maize,2634.95
105,72,51,15.246170625300273,44.39164413655734,5.699652193908268,1240.1690183800786,wheat,4039.77
68,31,51,20.95213032017794,35.320997884559105,5.227307984964606,1931.2233457272032,wheat,3521.34
89,20,68,35.506921494216364,49.552400470553216,6.2830064832778145,627.6880945694468,chickpea,3343.78
34,67,29,20.233045401175424,44.59073651285918,5.477468914110827,657.522333638474,banana,2717.04
73,66,82,21.021951592637066,65.88210442959024,6.611375646161268,200.76163140827424,mango,3460.16
120,86,26,18.24747011342027,53.22946622411756,5.601031457777266,319.4321095783656,chickpea,4492.38
27,13,36,32.885905081913506,92.7895932565412,7.957958142381828,280.7991408387586,banana,2530.58
72,95,11,16.72935476263543,92.63072396040529,6.929298369030904,1680.781310639166,groundnut,4418.05
79,16,72,23.280207558213043,58.84149249281557,4.500962678971609,1706.1276259008541,maize,3858.59
127,70,71,22.062468165524113,81.68068494291688,7.7218949387192986,1508.060151532141,rice,4658.84
24,63,109,28.87899324475387,30.862455155956876,5.820849346904584,834.9410225307658,wheat,2574.89
122,97,28,33.26040662549339,65.60775300711217,5.780831936619828,1678.258009799916,mango,5039.49
25,77,26,28.321910867418687,78.31444619995364,6.03225124853787,1171.5941364371874,chickpea,3244.73
128,88,78,38.275649824376686,44.10130965147683,7.021050112336322,747.7584976638618,maize,4774.95
135,10,126,38.786065972183295,33.976164085786344,6.2682428415768925,987.0981844059027,rice,4517.95
